_is_concert,song_name_clean,_stream_cnt_ratio,_uniq_users_ratio,_days_diff_song_concert,_stream_cnt,_uniq_users
0,給小孩,0.00141005,0.006453153,2250,10498,4299
0,愛情,0.001361024,0.00599232,1746,10133,3992
0,沒有管理員的公寓,0.000929601,0.004362145,2250,6921,2906
0,You’re Beautiful,0.000697772,0.003096733,2117,5195,2063
0,情歌,0.000715367,0.002865566,2117,5326,1909
0,將愛,0.000340223,0.001856839,1746,2533,1237
0,Come Together,0.000364937,0.001756266,2117,2717,1170
0,等著你回來,0.000292272,0.001507087,1746,2176,1004
1,溫柔,0.032673888,0.034920635,362,365,11
1,瘋狂世界,0.012980038,0.031746032,362,145,10
1,輕功,0.010831618,0.031746032,362,121,10
0,生命有一種絕對,0.00930982,0.028571429,362,104,9
1,志明與春嬌,0.021394683,0.025396825,362,239,8
0,純真,0.016381703,0.025396825,362,183,8
1,而我知道,0.02721332,0.025396825,362,304,8
1,心中無別人,0.01289052,0.022222222,362,144,7
1,擁抱,0.015486528,0.022222222,362,173,7
1,終結孤單,0.00966789,0.022222222,362,108,7
1,人生海海,0.011637275,0.022222222,362,130,7
0,好不好,0.014770388,0.022222222,362,165,7
1,軋車,0.016202668,0.022222222,362,181,7
1,憨人,0.016381703,0.022222222,362,183,7
1,垃圾車,0.118700206,0.019047619,115,1326,6
1,叫我第一名,0.007429953,0.019047619,362,83,6
1,孫悟空,0.072240623,0.019047619,117,807,6
1,愛情萬歲,0.004565393,0.019047619,362,51,6
1,OK啦,0.004744428,0.019047619,362,53,6
1,I Love You無望,0.01647122,0.019047619,362,184,6
0,透露,0.00680333,0.019047619,362,76,6
1,武裝,0.009041268,0.019047619,362,101,6
1,相信,0.007429953,0.019047619,362,83,6
1,恆星的恆心,0.023453585,0.015873016,362,262,5
1,倔強,0.088801361,0.015873016,135,992,5
0,候鳥,0.005908155,0.015873016,362,66,5
1,一顆蘋果,0.005460568,0.015873016,362,61,5
0,能不能不要說,0.006266225,0.015873016,362,70,5
0,永遠的永遠,0.005102498,0.015873016,362,57,5
0,雌雄同體,0.008772715,0.015873016,362,98,5
0,為什麼,0.003670218,0.012698413,362,41,4
0,愛情的模樣,0.00644526,0.012698413,362,72,4
0,借問眾神明,0.004475875,0.012698413,362,50,4
0,明白,0.004565393,0.012698413,362,51,4
0,Talking,0.001342763,0.012698413,335,15,4
0,我,0.002775043,0.012698413,362,31,4
0,王子麵,0.008414645,0.012698413,362,94,4
1,約翰藍儂,0.017008325,0.00952381,115,190,3
0,Intro,0.001969385,0.00952381,362,22,3
0,風若吹,0.002327455,0.00952381,362,26,3
0,錯錯錯,0.017455913,0.00952381,115,195,3
1,賭神,0.004744428,0.00952381,362,53,3
0,九號球,0.010115478,0.00952381,362,113,3
1,超人,0.050040283,0.00952381,115,559,3
1,小護士,0.025243935,0.00952381,115,282,3
0,搖滾本事,0.002775043,0.00952381,362,31,3
0,啾啾啾,0.00179035,0.00952381,362,20,3
0,讓我照顧你,0.043057918,0.00952381,115,481,3
0,寂寞星球,0.005281533,0.00952381,147,59,3
1,回來吧,0.02649718,0.00952381,115,296,3
1,晚安 地球人,0.011189688,0.00952381,115,125,3
1,聖誕夜驚魂,0.01969385,0.00952381,115,220,3
0,有你的將來,0.00608719,0.006349206,362,68,2
0,我愛夏天,0.000895175,0.006349206,362,10,2
0,生活,0.002685525,0.006349206,362,30,2
0,反而,0.00250649,0.006349206,362,28,2
0,嘿我要走了,0.002775043,0.006349206,362,31,2
0,神的孩子都在跳舞,0.016381703,0.006349206,115,183,2
0,I'm In Love,0.001879868,0.006349206,362,21,2
0,在這一秒,0.002775043,0.006349206,362,31,2
0,Hosee,0.002416973,0.006349206,362,27,2
0,阿姆斯壯,0.004833945,0.006349206,362,54,2
0,鯊魚搖滾,0.000447588,0.006349206,362,5,2
0,別惹我,0.002775043,0.006349206,362,31,2
0,黑白講,0.002685525,0.006349206,362,30,2
0,小時候,0.002775043,0.006349206,362,31,2
0,探母,0.001163728,0.006349206,147,13,2
0,雨眠,0.002685525,0.006349206,362,30,2
0,左鍵-少男少女ICQ,0.000626623,0.006349206,362,7,2
0,那一年的花季,0.001163728,0.006349206,147,13,2
0,向前走,0.001879868,0.006349206,335,21,2
0,天天想你,0.006266225,0.006349206,362,70,2
0,闖,0.001521798,0.006349206,362,17,2
0,火花一般,0.000268553,0.003174603,362,3,1
0,武裝以後,0.00035807,0.003174603,147,4,1
0,年華,0.000268553,0.003174603,362,3,1
0,金賽的迷惑,0.000179035,0.003174603,361,2,1
0,哪一樓的啊,8.95E-05,0.003174603,147,1,1
0,一個人的表情,0.000268553,0.003174603,361,3,1
0,尋根,0.00035807,0.003174603,147,4,1
0,寂寞星球 人人寂寞,0.000268553,0.003174603,147,3,1
0,三義之夏,0.000179035,0.003174603,147,2,1
0,羅蜜歐與茱麗葉,0.000447588,0.003174603,362,5,1
0,企鵝午後,0.000179035,0.003174603,362,2,1
0,五月天之戀序曲,0.000447588,0.003174603,147,5,1
0,愛是綠洲,0.000626623,0.003174603,147,7,1
0,Ho See,0.000805658,0.003174603,362,9,1
0,靈魂能有多重,0.000179035,0.003174603,147,2,1
0,如果我是石頭,0.00071614,0.003174603,147,8,1
0,三城記,0.000447588,0.003174603,147,5,1
0,公路電影,8.95E-05,0.003174603,362,1,1
0,誠品激突,0.000537105,0.003174603,147,6,1
0,故事都隨風,0.000537105,0.003174603,147,6,1
0,海豚的歌,0.000447588,0.003174603,362,5,1
0,.....的愉快,0.000537105,0.003174603,362,6,1
0,青島巴士,0.000179035,0.003174603,147,2,1
0,嘿！我要走了,0.00035807,0.003174603,362,4,1
0,花,0.034144121,0.005076142,100,525,1
0,燕尾蝶,0.016844433,0.005076142,64,259,1
0,Talking Of Mayday,0.005332986,0.005076142,64,82,1
0,神的孩子都混在一起,0.004552549,0.005076142,64,70,1
0,Tears For Feas,0.003577003,0.005076142,64,55,1
0,The Heart Beat Of 反擊,0.002861602,0.005076142,64,44,1
0,孫悟空/放手,0.011901665,0.005076142,64,183,1
0,Enrich Your Life讓我照顧你,0.005007804,0.005076142,64,77,1
0,這個世界,0.007349116,0.005076142,64,113,1
0,擁抱/相信,0.00617846,0.005076142,64,95,1
0,愛情萬歲/脫掉,0.009690427,0.005076142,64,149,1
0,旅途上,0.000325182,0.005076142,515,5,1
0,Intro紅,0.007023933,0.005076142,64,108,1
0,放手,0.011901665,0.005076142,64,183,1
0,脫掉,0.009690427,0.005076142,64,149,1
0,你快樂嗎,0.00291409,0.046511628,546,156,6
0,我知道你很難過,0.007247866,0.046511628,546,388,6
0,You Gotta Know,0.002036127,0.046511628,546,109,6
0,Show Your Love,0.002596529,0.046511628,546,139,6
0,如果不想要,0.003175611,0.046511628,546,170,6
0,什麼樣的愛,0.002970131,0.03875969,546,159,5
0,Take It Easy,0.001401005,0.03875969,546,75,5
0,你還愛我嗎,0.00549194,0.03875969,546,294,5
0,Because Of You,0.001438365,0.03875969,546,77,5
0,Don't Stop,0.002577849,0.03875969,546,138,5
0,捨不得,0.002409729,0.03875969,546,129,5
0,愛上了一條街,0.003605253,0.03875969,546,193,5
0,Lucky Number,0.001344965,0.03875969,546,72,5
0,The Rose,0.001102124,0.031007752,546,59,4
0,感覺你的存在,0.002260288,0.031007752,546,121,4
0,孤單的人總說無所謂,0.003063531,0.031007752,546,164,4
0,怪我太年輕,0.001755926,0.031007752,546,94,4
0,和世界做鄰居,0.001793286,0.031007752,546,96,4
0,快有愛,0.001270245,0.023255814,546,68,3
0,Sugar Sugar,0.000803243,0.023255814,546,43,3
0,猜想,0.000821923,0.023255814,546,44,3
0,看緊我,0.000840603,0.023255814,546,45,3
0,Bridge Over Troubled Water,0.000616442,0.023255814,546,33,3
0,上街,0.000803243,0.023255814,546,43,3
0,只有一個你,0.000859283,0.023255814,546,46,3
0,空白,0.000728523,0.023255814,546,39,3
0,嗨,0.000635122,0.015503876,546,34,2
1,海盜,0.009526834,0.015503876,546,510,2
1,騎士精神,0.008835671,0.015503876,546,473,2
1,說愛你,0.016606579,0.015503876,546,889,2
1,就是愛,0.01391665,0.015503876,546,745,2
1,Love Love Love,0.014551772,0.015503876,546,779,2
0,看我72變,0.016625259,0.015503876,546,890,2
1,爆米花的味道,0.006911625,0.015503876,546,370,2
0,永恆,0.000523042,0.015503876,546,28,2
0,如果那天你說愛我,0.001307605,0.015503876,546,70,2
1,乖貓,0.010311397,0.015503876,546,552,2
0,由我,0.000803243,0.015503876,546,43,2
0,捕手,0.000821923,0.015503876,546,44,2
0,唱這首歌,0.000560402,0.015503876,546,30,2
0,睜一隻眼閉一隻眼,0.11519997,0.007751938,128,6167,1
0,Baby Face,0.000467002,0.007751938,546,25,1
0,酸甜,0.03084079,0.007751938,128,1651,1
0,OH ! OH !,0.035492126,0.007751938,128,1900,1
0,一眼就看見,0.000523042,0.007751938,546,28,1
0,獨佔神話,0.063493546,0.007751938,128,3399,1
0,布拉格廣場,0.010741038,0.007751938,546,575,1
1,Prove It,0.002596529,0.007751938,546,139,1
1,檸檬草的味道,0.016083537,0.007751938,546,861,1
1,始作俑者,0.004950218,0.007751938,546,265,1
1,第一優先,0.003156931,0.007751938,546,169,1
0,馬甲上的繩索,0.002596529,0.007751938,546,139,1
1,做一天的你,0.005080978,0.007751938,546,272,1
1,奴隸船,0.002073487,0.007751938,546,111,1
1,假面的告白,0.00575346,0.007751938,546,308,1
1,消失的城堡,0.004034894,0.007751938,546,216,1
0,好想你,0.032054994,0.007751938,128,1716,1
0,野蠻遊戲,0.078885921,0.007751938,128,4223,1
0,漂浮,0.000186801,0.007751938,546,10,1
0,Pretty Pretty Day,0.000298881,0.007751938,546,16,1
0,開場白,0.022733641,0.007751938,128,1217,1
0,天空,0.109390469,0.007751938,128,5856,1
0,愛上一條街,0.000429642,0.007751938,546,23,1
0,許願池的希臘少女,0.097902229,0.007751938,128,5241,1
1,愛情36計,0.016475819,0.007751938,546,882,1
1,招牌動作,0.016176938,0.007751938,261,866,1
0,單身公害,0.014607812,0.007751938,293,782,1
0,好東西,0.002222928,0.007751938,546,119,1
0,飄浮,0.000242841,0.007751938,546,13,1
0,反覆記號,0.074421385,0.007751938,128,3984,1
0,追殺邱比特,0.023817085,0.007751938,128,1275,1
0,Good-bye,0.000149441,0.007751938,519,8,1
0,Surprise,0.000242841,0.007751938,546,13,1
0,和世界作鄰居,0.000186801,0.007751938,546,10,1
0,Bridge Over the Trouble Water,0.00013076,0.007751938,546,7,1
0,Good Bye,0.000280201,0.007751938,546,15,1
0,你是誰,0.000186801,0.007751938,433,10,1
0,馬德里不思議,0.132339701,0.295943487,98,118475,2765
0,Mr. Q,0.108048845,0.216204645,81,96729,2020
1,假裝,0.10377957,0.207428021,98,92907,1938
0,玩美,0.06293215,0.121374291,81,56339,1134
1,唇唇欲動,0.046495106,0.07802633,81,41624,729
0,乖乖牌,0.03367276,0.071497378,81,30145,668
0,心型圈,0.044398448,0.067751258,81,39747,633
0,最終話,0.034911543,0.065396554,81,31254,611
0,離人節,0.042510673,0.045274537,81,38057,423
0,我要的選擇,0.011687447,0.025152521,87,10463,235
0,"五合一MIX版-說愛你,布拉格廣場,倒帶",0.003017088,0.008776624,87,2701,82
0,衣服占心術,0.003551027,0.00749224,87,3179,70
0,樂園,0.002690917,0.006528952,301,2409,61
0,騎士精神/海盜/看我七十二變,0.001070111,0.002889864,301,958,27
0,看我七十二變,0.001070111,0.002889864,301,958,27
0,愛情36計/爆米花的味道/招牌動作,0.00074394,0.00160548,301,666,15
0,Outro,0.000253565,0.000963288,301,227,9
0,震撼Magic Mix版,0.000326172,0.000856256,196,292,8
0,做一天的你/奴隸船/消失的城堡,0.00037197,0.000749224,301,333,7
0,聽說愛情回來過,0.070084229,0.099858811,336,18913,778
1,特務J,0.093399936,0.079322295,1,25205,618
0,唯舞獨尊,0.029737532,0.057117186,344,8025,445
0,今天妳要嫁給我,0.025565013,0.04890258,336,6899,381
0,懷念,0.014488941,0.024387113,336,3910,190
0,情逢敵手,0.006188371,0.012963676,336,1670,101
0,我依然是你的情人/剪愛,0.009686468,0.011808497,301,2614,92
0,墓仔埔也敢去,0.005491716,0.011038378,336,1482,86
0,MR.Q,0.004935874,0.00834296,336,1332,65
0,我很怕黑,0.003809369,0.007829547,301,1028,61
0,天空/倒帶,0.003731551,0.005904248,301,1007,46
0,愛的天使,0.002267834,0.003208831,301,612,25
0,Jolin勁舞混音曲,0.001467422,0.002952124,301,396,23
0,說愛你/就是愛/布拉格廣場,0.001378487,0.002823771,301,372,22
0,始作俑者/反覆記號,0.001385899,0.002053652,301,374,16
0,你為何,0.001793516,0.001925298,301,484,15
0,假面的告白/檸檬草的味道,0.001411838,0.001925298,301,381,15
0,馬甲上的繩索/做一天的你/好想你,0.001026454,0.001411886,301,277,11
0,OH OH,0.000815235,0.001283532,301,220,10
0,看我72變/愛情36計/招牌動作,0.001730521,0.001155179,301,467,9
1,大藝術家,0.109093438,0.409764398,380,330193,88857
1,詩人漫步,0.053502182,0.262219332,359,161935,56862
1,馬賽克,0.037193325,0.171192858,353,112573,37123
1,Dr. Jolin,0.035097312,0.154697508,353,106229,33546
1,妥協,0.025994987,0.143828194,1618,78679,31189
0,無言以對,0.024075734,0.124579777,1114,72870,27015
0,一個人,0.019025017,0.115379827,2171,57583,25020
1,迷幻,0.021010018,0.100244871,353,63591,21738
0,小傷口,0.016844754,0.096242086,1120,50984,20870
0,我的依賴,0.014922858,0.094226858,1618,45167,20433
1,美人計,0.017296071,0.087364941,1120,52350,18945
0,彩色相片,0.016046855,0.087129754,353,48569,18894
0,柵欄間隙偷窺你,0.016193219,0.086281237,353,49012,18710
1,日不落,0.014719667,0.077773013,2171,44552,16865
1,花蝴蝶,0.014358547,0.073862457,1618,43459,16017
1,十三號星期舞,0.014299737,0.072857149,353,43281,15799
0,即時生效,0.011297126,0.064782406,1120,34193,14048
0,慣性背叛,0.008561142,0.054263566,1646,25912,11767
1,玩愛之徒,0.010192292,0.052801719,1120,30849,11450
1,黑髮尤物,0.01078733,0.05197626,1114,32650,11271
1,Beast,0.008253216,0.05130298,353,24980,11125
1,七上八下,0.00947567,0.051113909,1114,28680,11084
1,大丈夫,0.008973803,0.04900184,1618,27161,10626
0,有人,0.006730765,0.045723061,353,20372,9915
1,愛無赦,0.006067997,0.036633787,2174,18366,7944
0,非賣品,0.005680116,0.032921526,2171,17192,7139
0,偏見,0.004827371,0.030588105,1004,14611,6633
0,怕什麼,0.004457331,0.029389114,2178,13491,6373
0,愈慢愈美麗,0.004158326,0.026036551,1618,12586,5646
0,降落傘,0.003008558,0.020202998,1618,9106,4381
0,桃花源,0.002616382,0.019386762,2171,7919,4204
0,派大星,0.003121883,0.019008619,1114,9449,4122
0,你快樂我內傷,0.002393036,0.015826681,1618,7243,3432
0,冷‧暴力,0.002611756,0.015134956,2171,7905,3282
0,熱冬,0.001902072,0.01312434,1618,5757,2846
0,我恨我愛你,0.002632571,0.012806146,1004,7968,2777
0,解散愛,0.001711105,0.012017579,1114,5179,2606
0,影舞者,0.001478508,0.010961545,1618,4475,2377
0,愛引力,0.001293819,0.010624905,1618,3916,2304
0,節拍器,0.001767602,0.009808669,2171,5350,2127
0,娘子漢,0.00126144,0.008540505,1114,3818,1852
0,我懷念的,0.001341065,0.007871837,2133,4059,1707
0,Let's move it,0.001191067,0.007253896,2171,3605,1573
0,害怕,0.001385998,0.007198558,1004,4195,1561
0,金三角,0.000986553,0.0071755,2171,2986,1556
0,普通朋友,0.001002412,0.006474551,2133,3034,1404
0,娘子軍,0.000921796,0.00631776,1037,2790,1370
0,吻我,0.00094195,0.005898113,1765,2851,1279
0,我喜歡,0.000980276,0.005851998,1004,2967,1269
0,我不能沒有你,0.000725213,0.005086489,1765,2195,1103
0,盡在不言中,0.000813758,0.005081877,1774,2463,1102
0,冷．暴力,0.00058017,0.004980424,2133,1756,1080
0,Hot-J Remix,0.000698781,0.004943532,2173,2115,1072
0,無神論,0.000663759,0.004551554,2133,2009,987
0,Missed Call,0.000658473,0.004473159,1114,1993,970
0,Let's Start The Dance,0.000649222,0.003970505,1114,1965,861
0,耍大牌,0.000611227,0.003887498,1646,1850,843
0,L'amour est parti,0.000561998,0.003809102,1114,1701,826
0,Secret Talk,0.000558364,0.003735318,1114,1690,810
0,讓讓,0.000449334,0.003380232,1646,1360,733
0,I Love You Too,0.000454621,0.00331106,1114,1376,718
0,冷．前言,0.0003109,0.002457932,2171,941,533
0,讓派對開始吧,0.000287111,0.001858436,1765,869,403
0,橘子醬女郎,0.000249777,0.001720091,1765,756,373
0,天使,0.000262002,0.001660141,1765,793,360
0,愛情傻瓜,0.000232597,0.0015633,1765,704,339
0,讓身體說話吧,0.000227641,0.001461847,1774,689,317
0,謝謝你,0.000214095,0.001300444,1765,648,282
0,黑管老師的女兒,0.000165196,0.001212826,1765,500,263
0,Marry Me Today,7.27E-06,5.53E-05,101,22,12
0,Run Run,4.30E-06,4.61E-05,102,13,10
0,Kiss Me,4.96E-06,4.15E-05,103,15,9
0,Qing Feng Di Shou,5.95E-06,3.69E-05,96,18,8
0,Shua Da Pai,2.97E-06,3.23E-05,102,9,7
0,Wu Niang,2.64E-06,2.77E-05,102,8,6
0,When You Say Nothing At All,2.64E-06,2.77E-05,97,8,6
0,Wei Wu Du Zun,4.63E-06,2.77E-05,79,14,6
0,Get The Party Started,3.30E-06,2.77E-05,97,10,6
0,Ting Shuo Ai Qing Hui Lai Guo,1.98E-06,2.31E-05,97,6,5
0,Physical,2.31E-06,2.31E-05,103,7,5
0,Lady Marmalade,3.63E-06,2.31E-05,84,11,5
0,Li Ren Jie,2.64E-06,1.84E-05,97,8,4
0,Ideal State,3.63E-06,1.84E-05,96,11,4
0,The Blower's Daughter,1.98E-06,1.84E-05,94,6,4
0,Lovefool,1.32E-06,1.38E-05,99,4,3
0,Jia Zhuang,1.32E-06,1.38E-05,96,4,3
0,Mu Zai Pu Ya Gan Qu,1.32E-06,1.38E-05,96,4,3
0,Sun will never set,1.65E-06,1.38E-05,97,5,3
0,Wan Mei,1.32E-06,1.38E-05,102,4,3
0,Bravo Lover,1.65E-06,1.38E-05,97,5,3
0,I Won't Last A Day Without You,1.98E-06,1.38E-05,99,6,3
0,Metronome,9.91E-07,1.38E-05,79,3,3
0,Agent J,1.65E-06,1.38E-05,96,5,3
0,Guai Guai Pai,9.91E-07,1.38E-05,97,3,3
0,J-Start Remix,2.97E-06,9.22E-06,2173,9,2
0,Priceless,1.32E-06,9.22E-06,87,4,2
0,Thank You,1.32E-06,9.22E-06,93,4,2
0,Huai Nian,6.61E-07,9.22E-06,96,2,2
0,Golden Triangle,6.61E-07,9.22E-06,97,2,2
0,Tacit Violence,6.61E-07,9.22E-06,97,2,2
0,Alone,6.61E-07,9.22E-06,101,2,2
0,Guan Xing Bei Pan,3.30E-07,4.61E-06,96,1,1
0,Ma De Li Bu Si Yi,6.61E-07,4.61E-06,97,2,1
0,Xin Xing Quan,3.30E-07,4.61E-06,102,1,1
0,Chun Chun Yu Dong,3.30E-07,4.61E-06,72,1,1
0,Fear-free,3.30E-07,4.61E-06,0,1,1
0,Zui Zhong Hua,9.91E-07,4.61E-06,62,3,1
0,Kai Chang Bai,3.30E-07,4.61E-06,96,1,1
0,Wu Niang 765 Tai Xuan Di Zhuan Acid House Mix,3.30E-07,4.61E-06,72,1,1
0,第三人稱,0.213073279,0.698266268,50,2675164,329412
0,Play我呸,0.122332566,0.522790335,64,1535902,246630
0,I'm Not Yours - feat.安室奈美惠NAMIE AMURO,0.075035189,0.398531447,46,942077,188010
0,不一樣又怎樣,0.072726731,0.360590304,46,913094,170111
0,美杜莎,0.065696142,0.335666455,46,824824,158353
0,自愛自受,0.043501082,0.284231077,46,546162,134088
0,電話皇后,0.039333306,0.257066668,93,493835,121273
0,唇語,0.032449111,0.224802176,46,407403,106052
0,第二性,0.030427149,0.21595652,47,382017,101879
0,Miss Trouble,0.025910671,0.185409014,46,325312,87468
0,旅程,0.005596753,0.04966116,474,70268,23428
0,萬花瞳,0.005570868,0.046763482,201,69943,22061
0,冷暴力,0.000253761,0.002732339,383,3186,1289
0,Myself,2.17E-05,0.0003222,423,273,152
0,The Great Artist,1.40E-05,0.000173818,132,176,82
0,I,5.42E-06,8.48E-05,132,68,40
0,Mosaic,5.10E-06,7.63E-05,132,64,36
0,Spying On You Behind The Fence,4.62E-06,6.36E-05,132,58,30
0,Color Photos,4.14E-06,5.94E-05,132,52,28
0,Friday The 13th,3.03E-06,5.72E-05,132,38,27
0,Fantasy,2.79E-06,5.30E-05,132,35,25
0,Someone,2.63E-06,4.88E-05,132,33,23
0,Wandering Poet,2.39E-06,4.66E-05,132,30,22
1,,1.70E-05,6.52E-05,2852,20,15
1,,0.045822634,0.167246576,1067,341155,111417
1,,0.003818222,0.020930747,967,23336,10725
1,,0.06683985,0.102455766,27,136967,1680
1,,1.58E-05,7.40E-05,2852,18,17
1,,0.01406317,0.023075814,827,263,185
1,,0.009155622,0.015503876,546,490,2
1,,0.036631676,0.06341829,318,1007,727
1,,0.034180057,0.016113864,471,964,2
1,,4.77E-06,1.94E-05,2852,5,4
1,,0.036414797,0.167534716,418,112487,37358
1,,0.003132299,0.015692693,720,5777,2417
1,,0.002237476,0.005848791,371,4585,95
1,,0.040210739,0.135164057,1529,202401,54559
1,,0.010294817,0.018728745,322,152,79
1,,0.004926512,0.014928283,1006,2832,1397
1,,0.003239978,0.009056363,2551,4374,2252
1,,0.009040424,0.049282207,1551,27362,10686
1,,0.007369959,0.018950911,362,82,5
1,,0.036538811,0.024460311,270,1624,23
1,,0.005431158,0.01561227,362,60,4
1,,0.00597472,0.019298707,451,12243,316
1,,0.004627811,0.007751938,546,247,1
1,,0.000942947,0.005415435,595,4568,1477
1,,0.004823565,0.025408637,1272,35912,16926
1,,0.000498923,0.005386012,678,4695,1967
1,,0.05068564,0.247248311,511,160083,56417
1,,0.004520612,0.011101327,898,1120,768
1,,0.004064799,0.019294881,1538,11389,5233
1,,0.047768091,0.086032471,28,97885,1411
1,,0.009297933,0.040458648,1007,47433,19144
1,,0.023655083,0.089864476,2047,176115,59866
1,,0.006707136,0.013593963,695,13744,223
1,,0.054293375,0.090169364,316,1017,725
1,,0.002141707,0.010382344,1123,8844,4518
1,,0.004094743,0.007751938,546,219,1
1,,0.022095855,0.090828542,1233,32711,12239
1,,0.012933784,0.026825115,362,144,8
1,,0.081516393,0.255116755,1236,124946,41216
1,,0.01409195,0.025144452,1213,264,202
1,,0.022034472,0.088157234,1238,33025,13183
1,,0.024979106,0.00952381,115,279,3
1,,0.019418568,0.104678007,1741,79560,33153
1,,0.017914956,0.010596838,143,210,23
1,,0.016165715,0.007751938,295,865,1
1,,0.010962804,0.049500934,489,12594,5609
1,,0.025872641,0.00952381,115,289,3
1,,0.012777749,0.031746032,362,142,10
1,,0.00496483,0.028874975,2084,18502,7901
1,,0.009691734,0.02241736,362,108,7
1,,0.002110763,0.008627936,1046,1743,892
1,,0.017116401,0.086487617,1133,52323,19034
1,,0.005149594,0.023343633,1260,38339,15551
1,,0.035182784,0.023386847,270,1564,22
1,,0.009434867,0.049270212,1793,48273,21329
1,,0.025660323,0.113443543,1234,108028,38363
1,,0.008476943,0.019047619,362,94,6
1,,0.050016598,0.085148569,318,984,716
1,,0.014302728,0.072908273,417,43290,15810
1,,0.008189785,0.03695428,1031,36597,16830
1,,0.061630685,0.129949829,113,135777,11084
1,,0.004658295,0.011119215,898,1154,769
1,,0.016369786,0.022222222,362,182,7
1,,0.004853684,0.016899041,605,9946,277
1,,0.041670754,0.066115657,852,1782,992
1,,0.061079157,0.09423693,742,1731,1028
1,,0.016234232,0.007751938,546,869,1
1,,0.044466402,0.031043775,297,2117,31
1,,0.016023012,0.022753159,362,178,7
1,,0.000421381,0.003345991,1043,3762,1630
1,,0.010847333,0.02049243,827,203,164
1,,0.090843812,0.144406316,300,2137,1442
1,,0.072330653,0.227861124,642,200682,28176
1,,0.000236786,0.003465278,1015,4183,2162
1,,0.006451064,0.029456009,975,39910,15416
1,,0.016581892,0.014040342,546,887,1
1,,0.046307701,0.016557294,147,557,72
1,,0.006119579,0.030150389,1302,7030,3416
1,,0.011990385,0.022736518,827,224,182
1,,0.012105248,0.025541415,362,135,8
1,,0.009077531,0.049438372,1513,27474,10720
1,,0.004356699,0.010479993,898,1079,725
1,,0.125641291,0.203952064,1400,3166,2035
1,,0.022652324,0.040485211,679,1091,750
1,,0.010863009,0.031374955,362,121,9
1,,1.50E-05,6.26E-05,2852,17,14
1,,0.00434295,0.007751938,546,232,1
1,,0.058097933,0.171178133,783,83550,24525
1,,0.035549372,0.104456164,1302,82790,30054
1,,0.007744272,0.015503876,546,414,2
1,,0.003907302,0.009527514,898,968,659
1,,0.007593396,0.015503876,546,406,2
1,,0.029965242,0.030196469,362,334,9
1,,0.022734786,0.105047819,1616,45270,17483
1,,0.006100524,0.030197147,1302,7008,3422
1,,0.021564415,0.10140912,340,63425,20484
1,,0.008056034,0.050046113,427,24940,11191
1,,0.056687688,0.205052137,524,103486,32559
1,,0.057045637,0.065375903,22,116897,1072
1,,0.028981811,0.109036652,1886,215773,72638
1,,0.033423552,0.155493575,1449,148735,53692
1,,0.005870865,0.011096742,546,314,1
1,,0.004775625,0.021428743,1153,7997,3793
1,,0.010100858,0.015503876,546,540,2
1,,0.007738152,0.020242892,451,15856,332
1,,0.013491608,0.015503876,546,722,2
1,,0.011823642,0.015503876,546,632,2
1,,0.003395229,0.007751938,546,181,1
1,,0.002214751,0.009127222,1330,3244,793
1,,0.005046999,0.030018005,1793,17161,7464
1,,0.023606787,0.026779401,340,302,81
1,,0.02007461,0.058751655,845,34984,8529
1,,0.00493662,0.023734825,756,5671,2689
1,,0.003160111,0.007751938,546,169,1
1,,0.029416973,0.076221818,642,12182,6347
1,,0.029056045,0.051862468,317,1248,889
1,,0.00503522,0.024725085,1067,37487,16471
1,,0.02264683,0.041076847,831,424,330
1,,0.052269485,0.167057783,792,63295,19836
1,,0.089746682,0.136197465,572,1682,1095
1,,0.015438341,0.069310381,1050,108127,42984
1,,0.020439878,0.025429767,351,245,38
1,,0.017075344,0.073579757,1180,32684,11809
1,,0.006738222,0.030890949,1114,47357,19069
1,,0.006587112,0.039892976,583,24362,10975
1,,0.001414596,0.005483135,511,4608,990
1,,8.79E-06,4.15E-05,2852,10,9
1,,0.007265934,0.018783224,362,81,5
1,,0.016578712,0.074650944,1014,108360,42677
1,,0.022416755,0.025482503,335,296,86
1,,0.023631298,0.018019997,422,1134,10
1,,0.004925811,0.024519643,1998,36673,16334
1,,0.011531311,0.022222222,362,128,7
1,,0.003685727,0.009197763,898,913,636
1,,0.00504914,0.010604425,362,56,3
1,,0.005218387,0.02221278,1280,6380,2669
1,,0.073995274,0.181965449,337,85883,20505
1,,0.005650342,0.012714116,895,1400,879
1,,0.00409334,0.007751938,546,219,1
1,,0.012216566,0.061264913,540,44386,16685
1,,0.001879229,0.009449104,1154,4447,2135
1,,0.021884782,0.041482861,825,410,333
1,,0.023650591,0.041412207,860,443,333
1,,0.075771594,0.021144229,177,1334,13
1,,0.021942989,0.054160012,981,6296,3969
1,,0.006548676,0.030341088,1213,40097,15560
1,,0.016225213,0.007751938,307,868,1
1,,0.024002505,0.0406326,419,449,326
1,,0.014317416,0.024826758,578,307,186
1,,0.004626015,0.023126913,1561,34441,15406
1,,0.000491649,0.005370778,678,4627,1961
1,,0.020633509,0.024931413,362,230,7
1,,0.007899288,0.015503876,546,422,2
1,,0.090674013,0.341367024,731,305478,86234
1,,0.001666444,0.005779329,1771,4019,2047
1,,0.013113173,0.00952381,115,146,3
1,,0.009415627,0.050861221,1174,28498,11029
1,,0.006637504,0.013669107,546,355,1
