is_concert,uu.other,pc.other,avg.other,uu.core,pc.core,avg.core,r,u,a,_is_concert,_uu.other,_pc.other,_avg.other,_uu.core,_pc.core,_r,_u,_a
FALSE,379,718,1.894459103,375,817,2.178666667,8.282951026,8.279265862,0.003685164,FALSE,379,718,1.894459103,375,817,8.282951026,8.279265862,0.003685164
FALSE,433,990,2.286374134,317,646,2.03785489,8.268474673,8.265977268,0.002497405,FALSE,433,990,2.286374134,317,646,8.268474673,8.265977268,0.002497405
FALSE,274,463,1.689781022,389,963,2.475578406,7.988443572,7.960938591,0.027504981,FALSE,274,463,1.689781022,389,963,7.988443572,7.960938591,0.027504981
FALSE,278,416,1.496402878,369,755,2.046070461,7.919644089,7.901182875,0.018461214,FALSE,278,416,1.496402878,369,755,7.919644089,7.901182875,0.018461214
FALSE,205,364,1.775609756,438,896,2.0456621,7.889829443,7.886048868,0.003780575,FALSE,205,364,1.775609756,438,896,7.889829443,7.886048868,0.003780575
FALSE,261,386,1.478927203,372,668,1.795698925,7.854966999,7.847862746,0.007104252,FALSE,261,386,1.478927203,372,668,7.854966999,7.847862746,0.007104252
FALSE,218,371,1.701834862,400,906,2.265,7.805030087,7.789616668,0.015413419,FALSE,218,371,1.701834862,400,906,7.805030087,7.789616668,0.015413419
FALSE,270,420,1.555555556,348,638,1.833333333,7.794708334,7.789616668,0.005091666,FALSE,270,420,1.555555556,348,638,7.794708334,7.789616668,0.005091666
FALSE,370,471,1.272972973,210,385,1.833333333,7.661631885,7.636534276,0.02509761,FALSE,370,471,1.272972973,210,385,7.661631885,7.636534276,0.02509761
FALSE,244,354,1.450819672,319,670,2.10031348,7.591111499,7.56529643,0.025815069,FALSE,244,354,1.450819672,319,670,7.591111499,7.56529643,0.025815069
FALSE,326,512,1.570552147,242,393,1.623966942,7.586645725,7.586434754,0.00021097,FALSE,326,512,1.570552147,242,393,7.586645725,7.586434754,0.00021097
FALSE,204,393,1.926470588,359,704,1.961002786,7.565355964,7.56529643,5.95E-05,FALSE,204,393,1.926470588,359,704,7.565355964,7.56529643,5.95E-05
FALSE,206,383,1.859223301,345,740,2.144927536,7.517766147,7.513912088,0.003854059,FALSE,206,383,1.859223301,345,740,7.517766147,7.513912088,0.003854059
FALSE,206,457,2.218446602,332,780,2.34939759,7.457792223,7.457171837,0.000620386,FALSE,206,457,2.218446602,332,780,7.457792223,7.457171837,0.000620386
FALSE,207,337,1.628019324,312,663,2.125,7.385520127,7.372133781,0.013386346,FALSE,207,337,1.628019324,312,663,7.385520127,7.372133781,0.013386346
FALSE,184,300,1.630434783,318,593,1.864779874,7.297202273,7.293800568,0.003401706,FALSE,184,300,1.630434783,318,593,7.297202273,7.293800568,0.003401706
FALSE,213,370,1.737089202,287,515,1.794425087,7.284637985,7.284439084,0.000198901,FALSE,213,370,1.737089202,287,515,7.284637985,7.284439084,0.000198901
FALSE,229,380,1.659388646,266,539,2.026315789,7.268424305,7.260897178,0.007527127,FALSE,229,380,1.659388646,266,539,7.268424305,7.260897178,0.007527127
FALSE,176,412,2.340909091,308,538,1.746753247,7.224562499,7.208394616,0.016167883,FALSE,176,412,2.340909091,308,538,7.224562499,7.208394616,0.016167883
FALSE,187,270,1.443850267,298,533,1.788590604,7.221855601,7.213208686,0.008646915,FALSE,187,270,1.443850267,298,533,7.221855601,7.213208686,0.008646915
FALSE,212,303,1.429245283,256,560,2.1875,7.16437922,7.130212916,0.034166304,FALSE,212,303,1.429245283,256,560,7.16437922,7.130212916,0.034166304
FALSE,223,310,1.390134529,249,418,1.678714859,7.156676715,7.149965812,0.006710903,FALSE,223,310,1.390134529,249,418,7.156676715,7.149965812,0.006710903
FALSE,221,326,1.475113122,250,464,1.856,7.15499136,7.14504077,0.00995059,FALSE,221,326,1.475113122,250,464,7.15499136,7.14504077,0.00995059
FALSE,131,209,1.595419847,296,648,2.189189189,6.938031848,6.919150806,0.018881042,FALSE,131,209,1.595419847,296,648,6.938031848,6.919150806,0.018881042
FALSE,167,259,1.550898204,234,466,1.991452991,6.788151711,6.776360625,0.011791086,FALSE,167,259,1.550898204,234,466,6.788151711,6.776360625,0.011791086
FALSE,211,259,1.227488152,187,324,1.732620321,6.781797915,6.759391988,0.022405927,FALSE,211,259,1.227488152,187,324,6.781797915,6.759391988,0.022405927
FALSE,200,266,1.33,199,347,1.743718593,6.778895588,6.765060004,0.013835584,FALSE,200,266,1.33,199,347,6.778895588,6.765060004,0.013835584
FALSE,142,268,1.887323944,236,463,1.961864407,6.643746976,6.643463978,0.000282998,FALSE,142,268,1.887323944,236,463,6.643746976,6.643463978,0.000282998
FALSE,109,156,1.431192661,235,535,2.276595745,6.474766381,6.434128733,0.040637649,FALSE,109,156,1.431192661,235,535,6.474766381,6.434128733,0.040637649
FALSE,129,195,1.511627907,218,385,1.766055046,6.457838104,6.45327384,0.004564264,FALSE,129,195,1.511627907,218,385,6.457838104,6.45327384,0.004564264
FALSE,112,287,2.5625,225,519,2.306666667,6.39099949,6.388912916,0.002086574,FALSE,112,287,2.5625,225,519,6.39099949,6.388912916,0.002086574
FALSE,97,128,1.319587629,234,465,1.987179487,6.381145553,6.349533118,0.031612435,FALSE,97,128,1.319587629,234,465,6.381145553,6.349533118,0.031612435
FALSE,125,201,1.608,209,386,1.846889952,6.37291485,6.369296229,0.003618621,FALSE,125,201,1.608,209,386,6.37291485,6.369296229,0.003618621
FALSE,101,156,1.544554455,229,463,2.021834061,6.356587963,6.342912465,0.013675498,FALSE,101,156,1.544554455,229,463,6.356587963,6.342912465,0.013675498
FALSE,142,261,1.838028169,189,401,2.121693122,6.353418198,6.349533118,0.003885079,FALSE,142,261,1.838028169,189,401,6.353418198,6.349533118,0.003885079
FALSE,96,189,1.96875,224,507,2.263392857,6.279445062,6.275776414,0.003668649,FALSE,96,189,1.96875,224,507,6.279445062,6.275776414,0.003668649
FALSE,94,146,1.553191489,225,433,1.924444444,6.277631741,6.268967785,0.008663956,FALSE,94,146,1.553191489,225,433,6.277631741,6.268967785,0.008663956
FALSE,96,135,1.40625,219,470,2.146118721,6.275261355,6.241555623,0.033705732,FALSE,96,135,1.40625,219,470,6.275261355,6.241555623,0.033705732
FALSE,130,188,1.446153846,166,337,2.030120482,6.128982166,6.107282721,0.021699445,FALSE,130,188,1.446153846,166,337,6.128982166,6.107282721,0.021699445
FALSE,79,173,2.189873418,208,371,1.783653846,6.049123732,6.041183418,0.007940314,FALSE,79,173,2.189873418,208,371,6.049123732,6.041183418,0.007940314
FALSE,79,101,1.278481013,202,408,2.01980198,6.035610365,5.996162641,0.039447724,FALSE,79,101,1.278481013,202,408,6.035610365,5.996162641,0.039447724
FALSE,91,131,1.43956044,158,276,1.746835443,5.748831023,5.741771311,0.007059712,FALSE,91,131,1.43956044,158,276,5.748831023,5.741771311,0.007059712
FALSE,81,117,1.444444444,159,292,1.836477987,5.676280892,5.665405555,0.010875337,FALSE,81,117,1.444444444,159,292,5.676280892,5.665405555,0.010875337
FALSE,112,166,1.482142857,124,192,1.548387097,5.631071974,5.630711374,0.0003606,FALSE,112,166,1.482142857,124,192,5.631071974,5.630711374,0.0003606
FALSE,114,149,1.307017544,99,174,1.757575758,5.437897933,5.421351578,0.016546355,FALSE,114,149,1.307017544,99,174,5.437897933,5.421351578,0.016546355
FALSE,70,82,1.171428571,138,228,1.652173913,5.395720045,5.373417625,0.02230242,FALSE,70,82,1.171428571,138,228,5.395720045,5.373417625,0.02230242
FALSE,72,99,1.375,127,184,1.448818898,5.285241275,5.284725467,0.000515808,FALSE,72,99,1.375,127,184,5.285241275,5.284725467,0.000515808
FALSE,79,100,1.265822785,118,202,1.711864407,5.281761543,5.264575263,0.01718628,FALSE,79,100,1.265822785,118,202,5.281761543,5.264575263,0.01718628
FALSE,54,60,1.111111111,138,208,1.507246377,5.231001347,5.213464501,0.017536846,FALSE,54,60,1.111111111,138,208,5.231001347,5.213464501,0.017536846
FALSE,77,91,1.181818182,115,182,1.582608696,5.229548544,5.213464501,0.016084043,FALSE,77,91,1.181818182,115,182,5.229548544,5.213464501,0.016084043
FALSE,52,57,1.096153846,121,164,1.355371901,5.017348796,5.00885036,0.008498437,FALSE,52,57,1.096153846,121,164,5.017348796,5.00885036,0.008498437
FALSE,53,58,1.094339623,118,163,1.381355932,4.996503654,4.986271629,0.010232025,FALSE,53,58,1.094339623,118,163,4.996503654,4.986271629,0.010232025
FALSE,63,75,1.19047619,105,155,1.476190476,4.960729011,4.952001399,0.008727611,FALSE,63,75,1.19047619,105,155,4.960729011,4.952001399,0.008727611
FALSE,46,65,1.413043478,119,245,2.058823529,4.943955391,4.917235043,0.026720348,FALSE,46,65,1.413043478,119,245,4.943955391,4.917235043,0.026720348
FALSE,77,103,1.337662338,90,126,1.4,4.94085982,4.940468511,0.000391309,FALSE,77,103,1.337662338,90,126,4.94085982,4.940468511,0.000391309
FALSE,71,93,1.309859155,91,139,1.527472527,4.886412003,4.881956599,0.004455403,FALSE,71,93,1.309859155,91,139,4.886412003,4.881956599,0.004455403
FALSE,65,96,1.476923077,95,152,1.6,4.859353302,4.858144898,0.001208404,FALSE,65,96,1.476923077,95,152,4.859353302,4.858144898,0.001208404
FALSE,75,90,1.2,81,124,1.530864198,4.820979713,4.809795504,0.011184209,FALSE,75,90,1.2,81,124,4.820979713,4.809795504,0.011184209
FALSE,67,78,1.164179104,67,98,1.462686567,4.534401872,4.524574823,0.009827049,FALSE,67,78,1.164179104,67,98,4.534401872,4.524574823,0.009827049
FALSE,62,75,1.209677419,72,98,1.361111111,4.527198722,4.524574823,0.002623899,FALSE,62,75,1.209677419,72,98,4.527198722,4.524574823,0.002623899
FALSE,58,76,1.310344828,73,118,1.616438356,4.491150355,4.482837739,0.008312616,FALSE,58,76,1.310344828,73,118,4.491150355,4.482837739,0.008312616
FALSE,55,69,1.254545455,75,107,1.426666667,4.471874168,4.468756497,0.003117672,FALSE,55,69,1.254545455,75,107,4.471874168,4.468756497,0.003117672
FALSE,47,70,1.489361702,82,122,1.487804878,4.454589132,4.454588925,2.06E-07,FALSE,47,70,1.489361702,82,122,4.454589132,4.454588925,2.06E-07
FALSE,46,55,1.195652174,74,101,1.364864865,4.326299156,4.322994654,0.003304502,FALSE,46,55,1.195652174,74,101,4.326299156,4.322994654,0.003304502
FALSE,51,76,1.490196078,67,107,1.597014925,4.29359899,4.292695052,0.000903938,FALSE,51,76,1.490196078,67,107,4.29359899,4.292695052,0.000903938
FALSE,41,61,1.487804878,77,120,1.558441558,4.293100855,4.292695052,0.000405803,FALSE,41,61,1.487804878,77,120,4.293100855,4.292695052,0.000405803
FALSE,41,55,1.341463415,66,112,1.696969697,4.128821958,4.118398517,0.010423441,FALSE,41,55,1.341463415,66,112,4.128821958,4.118398517,0.010423441
FALSE,36,54,1.5,67,103,1.537313433,4.051627567,4.051513693,0.000113874,FALSE,36,54,1.5,67,103,4.051627567,4.051513693,0.000113874
FALSE,34,49,1.441176471,68,116,1.705882353,4.039837563,4.03447465,0.005362913,FALSE,34,49,1.441176471,68,116,4.039837563,4.03447465,0.005362913
FALSE,38,55,1.447368421,62,95,1.532258065,4.000612702,4,0.000612702,FALSE,38,55,1.447368421,62,95,4.000612702,4,0.000612702
FALSE,45,55,1.222222222,53,92,1.735849057,3.988195397,3.964981285,0.023214113,FALSE,45,55,1.222222222,53,92,3.988195397,3.964981285,0.023214113
FALSE,35,44,1.257142857,59,104,1.762711864,3.914782796,3.893233527,0.02154927,FALSE,35,44,1.257142857,59,104,3.914782796,3.893233527,0.02154927
FALSE,36,53,1.472222222,55,87,1.581818182,3.838815568,3.837843177,0.000972392,FALSE,36,53,1.472222222,55,87,3.838815568,3.837843177,0.000972392
FALSE,32,51,1.59375,59,93,1.576271186,3.837866114,3.837843177,2.29E-05,FALSE,32,51,1.59375,59,93,3.837866114,3.837843177,2.29E-05
TRUE,64619,154095,2.384670143,5118,21164,4.135209066,23.51629042,23.45913636,0.057154062,TRUE,64619,154095,2.384670143,5118,21164,23.51629042,23.45913636,0.057154062
TRUE,62769,141076,2.247542577,4292,14802,3.448741845,23.32939133,23.2948129,0.034578429,TRUE,62769,141076,2.247542577,4292,14802,23.32939133,23.2948129,0.034578429
TRUE,58271,143914,2.469736232,5560,22840,4.107913669,23.13715721,23.08832914,0.048828066,TRUE,58271,143914,2.469736232,5560,22840,23.13715721,23.08832914,0.048828066
FALSE,52840,112323,2.125719152,2474,13531,5.469280517,22.66293257,22.49448446,0.168448117,FALSE,52840,112323,2.125719152,2474,13531,22.66293257,22.49448446,0.168448117
TRUE,26836,51662,1.925100611,2823,9700,3.436060928,20.06349009,20.0001838,0.063306296,TRUE,26836,51662,1.925100611,2823,9700,20.06349009,20.0001838,0.063306296
FALSE,16363,36995,2.260893479,3408,13353,3.918133803,18.51288708,18.45586204,0.05702504,FALSE,16363,36995,2.260893479,3408,13353,18.51288708,18.45586204,0.05702504
TRUE,17774,31962,1.798244627,1889,5619,2.97458973,18.4832049,18.43542843,0.047776474,TRUE,17774,31962,1.798244627,1889,5619,18.4832049,18.43542843,0.047776474
FALSE,17150,35161,2.050204082,1819,7386,4.060472787,18.38974228,18.3016642,0.088078078,FALSE,17150,35161,2.050204082,1819,7386,18.38974228,18.3016642,0.088078078
TRUE,10321,20715,2.007072958,2908,10174,3.498624484,17.04522713,16.98698495,0.058242182,TRUE,10321,20715,2.007072958,2908,10174,17.04522713,16.98698495,0.058242182
FALSE,9055,19389,2.141247929,2751,8667,3.150490731,16.61014811,16.58202104,0.028127063,FALSE,9055,19389,2.141247929,2751,8667,16.61014811,16.58202104,0.028127063
FALSE,8877,15356,1.729863693,1443,4515,3.128898129,16.17586894,16.10962471,0.066244228,FALSE,8877,15356,1.729863693,1443,4515,16.17586894,16.10962471,0.066244228
TRUE,8172,19841,2.427924621,1964,10176,5.181262729,16.15534015,16.04696723,0.108372914,TRUE,8172,19841,2.427924621,1964,10176,16.15534015,16.04696723,0.108372914
TRUE,7896,14210,1.79964539,1915,4812,2.512793734,15.95479115,15.93377488,0.021016273,TRUE,7896,14210,1.79964539,1915,4812,15.95479115,15.93377488,0.021016273
FALSE,8113,13969,1.721804511,1435,4597,3.203484321,15.91240786,15.83970279,0.072705062,FALSE,8113,13969,1.721804511,1435,4597,15.91240786,15.83970279,0.072705062
TRUE,7063,13396,1.896644485,2187,6113,2.795153178,15.75864543,15.73028024,0.028365189,TRUE,7063,13396,1.896644485,2187,6113,15.75864543,15.73028024,0.028365189
TRUE,7853,15340,1.953393608,1361,3951,2.903012491,15.74645394,15.71684959,0.029604348,TRUE,7853,15340,1.953393608,1361,3951,15.74645394,15.71684959,0.029604348
FALSE,7255,11369,1.567057202,1435,3506,2.443205575,15.55307763,15.5158768,0.037200828,FALSE,7255,11369,1.567057202,1435,3506,15.55307763,15.5158768,0.037200828
TRUE,6098,10727,1.759101345,1442,4612,3.198335645,15.10141794,15.03400855,0.067409387,TRUE,6098,10727,1.759101345,1442,4612,15.10141794,15.03400855,0.067409387
TRUE,6144,8245,1.341959635,538,1177,2.187732342,14.67496159,14.62990951,0.045052072,TRUE,6144,8245,1.341959635,538,1177,14.67496159,14.62990951,0.045052072
TRUE,4901,9644,1.967761681,1791,5046,2.817420436,14.6591765,14.63487819,0.024298313,TRUE,4901,9644,1.967761681,1791,5046,14.6591765,14.63487819,0.024298313
FALSE,4043,9041,2.236210735,1906,7032,3.689401889,14.29370884,14.24642727,0.047281562,FALSE,4043,9041,2.236210735,1906,7032,14.29370884,14.24642727,0.047281562
FALSE,5359,8743,1.631461093,514,1386,2.696498054,14.25192715,14.20430571,0.047621448,FALSE,5359,8743,1.631461093,514,1386,14.25192715,14.20430571,0.047621448
TRUE,4445,7074,1.591451069,1320,3698,2.801515152,14.20393067,14.14361146,0.060319205,TRUE,4445,7074,1.591451069,1320,3698,14.20393067,14.14361146,0.060319205
FALSE,3793,6839,1.803058265,1892,6371,3.367336152,14.17159195,14.0980009,0.073591054,FALSE,3793,6839,1.803058265,1892,6371,14.17159195,14.0980009,0.073591054
TRUE,3582,7640,2.132886655,1303,3769,2.892555641,13.62522878,13.6077218,0.01750698,TRUE,3582,7640,2.132886655,1303,3769,13.62522878,13.6077218,0.01750698
FALSE,3780,5508,1.457142857,1029,2261,2.197278912,13.5893479,13.55752738,0.031820515,FALSE,3780,5508,1.457142857,1029,2261,13.5893479,13.55752738,0.031820515
TRUE,3548,6324,1.782412627,1273,3210,2.521602514,13.58820009,13.56549913,0.02270096,TRUE,3548,6324,1.782412627,1273,3210,13.58820009,13.56549913,0.02270096
FALSE,2840,4665,1.642605634,1194,2991,2.505025126,13.03492245,13.00133134,0.033591111,FALSE,2840,4665,1.642605634,1194,2991,13.03492245,13.00133134,0.033591111
TRUE,2696,4512,1.673590504,1038,2448,2.358381503,12.78261986,12.76042933,0.022190529,TRUE,2696,4512,1.673590504,1038,2448,12.78261986,12.76042933,0.022190529
FALSE,2760,4717,1.709057971,956,2511,2.626569038,12.78027205,12.74544054,0.034831513,FALSE,2760,4717,1.709057971,956,2511,12.78027205,12.74544054,0.034831513
TRUE,2174,4411,2.028978841,1416,4004,2.827683616,12.65947671,12.63869654,0.020780173,TRUE,2174,4411,2.028978841,1416,4004,12.65947671,12.63869654,0.020780173
TRUE,2396,4255,1.775876461,981,2290,2.334352701,12.46463389,12.45053145,0.014102447,TRUE,2396,4255,1.775876461,981,2290,12.46463389,12.45053145,0.014102447
FALSE,2602,4540,1.744811683,347,712,2.051873199,12.04359946,12.03864303,0.004956436,FALSE,2602,4540,1.744811683,347,712,12.04359946,12.03864303,0.004956436
FALSE,1877,3403,1.812999467,1022,2465,2.411937378,12.00253086,11.9871627,0.015368152,FALSE,1877,3403,1.812999467,1022,2465,12.00253086,11.9871627,0.015368152
FALSE,1620,2647,1.633950617,884,2202,2.490950226,11.58425045,11.55071527,0.033535177,FALSE,1620,2647,1.633950617,884,2202,11.58425045,11.55071527,0.033535177
FALSE,1582,2621,1.65676359,719,1658,2.305980529,11.3231029,11.30248335,0.020619551,FALSE,1582,2621,1.65676359,719,1658,11.3231029,11.30248335,0.020619551
TRUE,1736,3534,2.035714286,545,1298,2.381651376,11.2816514,11.27700543,0.004645972,TRUE,1736,3534,2.035714286,545,1298,11.2816514,11.27700543,0.004645972
FALSE,1135,1792,1.578854626,1106,2731,2.46925859,11.26318376,11.22546063,0.037723129,FALSE,1135,1792,1.578854626,1106,2731,11.26318376,11.22546063,0.037723129
FALSE,1399,3007,2.149392423,680,2000,2.941176471,11.02671032,11.00815841,0.018551903,FALSE,1399,3007,2.149392423,680,2000,11.02671032,11.00815841,0.018551903
TRUE,1053,1694,1.608736942,1004,2446,2.43625498,11.0100071,10.97752147,0.03248563,TRUE,1053,1694,1.608736942,1004,2446,11.0100071,10.97752147,0.03248563
TRUE,1013,1673,1.651530109,1039,2518,2.423484119,10.99825897,10.97051884,0.027740129,TRUE,1013,1673,1.651530109,1039,2518,10.99825897,10.97051884,0.027740129
FALSE,1184,1775,1.499155405,604,1374,2.274834437,10.6106928,10.57789445,0.032798347,FALSE,1184,1775,1.499155405,604,1374,10.6106928,10.57789445,0.032798347
TRUE,1098,1741,1.5856102,619,1332,2.151857835,10.48132617,10.46373886,0.017587307,TRUE,1098,1741,1.5856102,619,1332,10.48132617,10.46373886,0.017587307
FALSE,1341,2532,1.888143177,335,869,2.594029851,10.41497038,10.39594292,0.019027456,FALSE,1341,2532,1.888143177,335,869,10.41497038,10.39594292,0.019027456
TRUE,973,1535,1.577595067,432,840,1.944444444,9.916110882,9.907866242,0.00824464,TRUE,973,1535,1.577595067,432,840,9.916110882,9.907866242,0.00824464
FALSE,1002,1374,1.371257485,337,668,1.982195846,9.802365594,9.776756777,0.025608817,FALSE,1002,1374,1.371257485,337,668,9.802365594,9.776756777,0.025608817
FALSE,963,1659,1.722741433,376,913,2.428191489,9.798976505,9.776756777,0.022219728,FALSE,963,1659,1.722741433,376,913,9.798976505,9.776756777,0.022219728
FALSE,633,980,1.548183254,531,1096,2.064030132,9.415666106,9.400067677,0.015598428,FALSE,633,980,1.548183254,531,1096,9.415666106,9.400067677,0.015598428
FALSE,693,1003,1.447330447,375,949,2.530666667,9.231131225,9.172243833,0.058887392,FALSE,693,1003,1.447330447,375,949,9.231131225,9.172243833,0.058887392
FALSE,613,1049,1.711256117,404,861,2.131188119,9.053062695,9.043979314,0.009083381,FALSE,613,1049,1.711256117,404,861,9.053062695,9.043979314,0.009083381
FALSE,632,921,1.457278481,379,758,2,9.047432304,9.028529507,0.018902797,FALSE,632,921,1.457278481,379,758,9.047432304,9.028529507,0.018902797
FALSE,606,1274,2.102310231,383,1070,2.793733681,8.986450161,8.971200825,0.015249336,FALSE,606,1274,2.102310231,383,1070,8.986450161,8.971200825,0.015249336
FALSE,653,860,1.316998469,257,504,1.961089494,8.785824571,8.755925961,0.029898609,FALSE,653,860,1.316998469,257,504,8.785824571,8.755925961,0.029898609
FALSE,571,953,1.669001751,317,681,2.148264984,8.705157985,8.693139017,0.012018969,FALSE,571,953,1.669001751,317,681,8.705157985,8.693139017,0.012018969
TRUE,367,574,1.564032698,338,683,2.020710059,8.124559628,8.112181246,0.012378382,TRUE,367,574,1.564032698,338,683,8.124559628,8.112181246,0.012378382
FALSE,417,650,1.558752998,286,597,2.087412587,8.121240724,8.105154623,0.016086102,FALSE,417,650,1.558752998,286,597,8.121240724,8.105154623,0.016086102
FALSE,438,554,1.264840183,221,412,1.864253394,7.974496882,7.946114981,0.028381901,FALSE,438,554,1.264840183,221,412,7.974496882,7.946114981,0.028381901
FALSE,325,547,1.683076923,337,711,2.109792285,7.966870419,7.957239797,0.009630622,FALSE,325,547,1.683076923,337,711,7.966870419,7.957239797,0.009630622
TRUE,342,597,1.745614035,294,622,2.115646259,7.866343186,7.859371799,0.006971387,TRUE,342,597,1.745614035,294,622,7.866343186,7.859371799,0.006971387
FALSE,434,491,1.131336406,181,315,1.740331492,7.812808454,7.777824411,0.034984043,FALSE,434,491,1.131336406,181,315,7.812808454,7.777824411,0.034984043
FALSE,351,607,1.729344729,244,589,2.413934426,7.718924147,7.697944393,0.020979754,FALSE,351,607,1.729344729,244,589,7.718924147,7.697944393,0.020979754
FALSE,378,497,1.314814815,161,356,2.211180124,7.512544549,7.461577182,0.050967367,FALSE,378,497,1.314814815,161,356,7.512544549,7.461577182,0.050967367
FALSE,287,509,1.773519164,257,561,2.182879377,7.491636271,7.48350134,0.008134931,FALSE,287,509,1.773519164,257,561,7.491636271,7.48350134,0.008134931
FALSE,308,409,1.327922078,204,366,1.794117647,7.357220546,7.340143721,0.017076825,FALSE,308,409,1.327922078,204,366,7.357220546,7.340143721,0.017076825
FALSE,316,455,1.439873418,179,388,2.167597765,7.292458257,7.260897178,0.031561079,FALSE,316,455,1.439873418,179,388,7.292458257,7.260897178,0.031561079
FALSE,246,418,1.699186992,244,509,2.086065574,7.245091404,7.237154949,0.007936455,FALSE,246,418,1.699186992,244,509,7.245091404,7.237154949,0.007936455
FALSE,308,415,1.347402597,141,254,1.80141844,7.050316207,7.034410653,0.015905554,FALSE,308,415,1.347402597,141,254,7.050316207,7.034410653,0.015905554
FALSE,215,367,1.706976744,179,365,2.039106145,6.742562366,6.736600638,0.005961728,FALSE,215,367,1.706976744,179,365,6.742562366,6.736600638,0.005961728
FALSE,216,269,1.24537037,153,260,1.699346405,6.60784488,6.589624365,0.018220515,FALSE,216,269,1.24537037,153,260,6.60784488,6.589624365,0.018220515
FALSE,165,218,1.321212121,198,382,1.929292929,6.580157714,6.553121929,0.027035786,FALSE,165,218,1.321212121,198,382,6.580157714,6.553121929,0.027035786
FALSE,138,256,1.855072464,200,816,4.08,6.512588477,6.395419677,0.1171688,FALSE,138,256,1.855072464,200,816,6.512588477,6.395419677,0.1171688
FALSE,164,217,1.323170732,143,245,1.713286713,6.198449317,6.185857299,0.012592018,FALSE,164,217,1.323170732,143,245,6.198449317,6.185857299,0.012592018
FALSE,149,207,1.389261745,157,301,1.917197452,6.198378198,6.17881101,0.019567188,FALSE,149,207,1.389261745,157,301,6.198378198,6.17881101,0.019567188
FALSE,144,529,3.673611111,130,217,1.669230769,6.059986669,5.942627807,0.117358863,FALSE,144,529,3.673611111,130,217,6.059986669,5.942627807,0.117358863
FALSE,128,199,1.5546875,153,337,2.202614379,6.019052928,5.996162641,0.022890287,FALSE,128,199,1.5546875,153,337,6.019052928,5.996162641,0.022890287
FALSE,132,367,2.78030303,134,690,5.149253731,5.95168863,5.880050952,0.071637678,FALSE,132,367,2.78030303,134,690,5.95168863,5.880050952,0.071637678
FALSE,143,201,1.405594406,124,213,1.717741935,5.895542945,5.887956902,0.007586044,FALSE,143,201,1.405594406,124,213,5.895542945,5.887956902,0.007586044
FALSE,146,192,1.315068493,116,216,1.862068966,5.870996449,5.848181136,0.022815314,FALSE,146,192,1.315068493,116,216,5.870996449,5.848181136,0.022815314
FALSE,127,195,1.535433071,132,218,1.651515152,5.82501758,5.824015751,0.001001828,FALSE,127,195,1.535433071,132,218,5.82501758,5.824015751,0.001001828
FALSE,95,144,1.515789474,146,273,1.869863014,5.682317325,5.674005191,0.008312134,FALSE,95,144,1.515789474,146,273,5.682317325,5.674005191,0.008312134
FALSE,93,143,1.537634409,142,269,1.894366197,5.630173133,5.621962807,0.008210326,FALSE,93,143,1.537634409,142,269,5.630173133,5.621962807,0.008210326
FALSE,98,127,1.295918367,128,248,1.9375,5.572334079,5.541826543,0.030507536,FALSE,98,127,1.295918367,128,248,5.572334079,5.541826543,0.030507536
FALSE,117,145,1.239316239,102,178,1.745098039,5.499771818,5.477678655,0.022093163,FALSE,117,145,1.239316239,102,178,5.499771818,5.477678655,0.022093163
FALSE,93,164,1.76344086,124,233,1.879032258,5.459804377,5.459044088,0.000760289,FALSE,93,164,1.76344086,124,233,5.459804377,5.459044088,0.000760289
FALSE,92,133,1.445652174,122,221,1.81147541,5.440426207,5.430828355,0.009597852,FALSE,92,133,1.445652174,122,221,5.440426207,5.430828355,0.009597852
FALSE,82,140,1.707317073,128,224,1.75,5.392817454,5.392702453,0.000115001,FALSE,82,140,1.707317073,128,224,5.392817454,5.392702453,0.000115001
FALSE,73,123,1.684931507,135,209,1.548148148,5.374769638,5.373417625,0.001352013,FALSE,73,123,1.684931507,135,209,5.374769638,5.373417625,0.001352013
FALSE,101,255,2.524752475,99,201,2.03030303,5.303699167,5.294739041,0.008960126,FALSE,101,255,2.524752475,99,201,5.303699167,5.294739041,0.008960126
FALSE,133,174,1.308270677,58,121,2.086206897,5.244184205,5.203113222,0.041070982,FALSE,133,174,1.308270677,58,121,5.244184205,5.203113222,0.041070982
FALSE,80,131,1.6375,112,196,1.75,5.214297212,5.213464501,0.000832711,FALSE,80,131,1.6375,112,196,5.214297212,5.213464501,0.000832711
FALSE,87,120,1.379310345,79,172,2.17721519,4.968178767,4.928879923,0.039298845,FALSE,87,120,1.379310345,79,172,4.968178767,4.928879923,0.039298845
FALSE,59,189,3.203389831,98,225,2.295918367,4.842899875,4.821975283,0.020924592,FALSE,59,189,3.203389831,98,225,4.842899875,4.821975283,0.020924592
FALSE,59,68,1.152542373,96,151,1.572916667,4.81579113,4.797552948,0.018238182,FALSE,59,68,1.152542373,96,151,4.81579113,4.797552948,0.018238182
FALSE,44,59,1.340909091,92,291,3.163043478,4.690897907,4.551988274,0.138909633,FALSE,44,59,1.340909091,92,291,4.690897907,4.551988274,0.138909633
FALSE,48,58,1.208333333,94,165,1.755319149,4.65864401,4.632345117,0.026298893,FALSE,48,58,1.208333333,94,165,4.65864401,4.632345117,0.026298893
FALSE,45,66,1.466666667,77,122,1.584415584,4.354022119,4.352897343,0.001124776,FALSE,45,66,1.466666667,77,122,4.354022119,4.352897343,0.001124776
