is_concert	song_name_clean	uu.other	pc.other	avg.other	uu.core	pc.core	avg.core	r	u	a
TRUE	因為你 所以我	145797	435728	2.9885937296377842	16168	104603	6.46975507174666	27.250576201783595	27.138068982191058	0.11250721959253542
FALSE	後來的我們	94207	216507	2.2982050166123535	13706	50383	3.6759813220487376	25.37344122323478	25.331831535683012	0.0416096875517699
TRUE	突然好想你	83573	188319	2.25334737295538	13695	49911	3.6444687842278203	24.923444564598526	24.87984458237469	0.04359998222383405
FALSE	我不願讓你一個人【三立「真愛找麻煩」片尾曲】	73282	161256	2.2004857946016756	11445	38867	3.3959807776321536	24.320911290982856	24.285399149563478	0.0355121414193783
TRUE	知足	64901	164596	2.53610884269888	12630	50877	4.028266033254157	23.94735055144227	23.906969546043804	0.0403810053984659
TRUE	溫柔	63561	139777	2.1991000770912983	11612	41449	3.5694970719944883	23.82023166722833	23.775979480921407	0.044252186306925116
FALSE	派對動物	58417	134696	2.3057671568207883	12155	43386	3.5693953105717813	23.545252541838476	23.509236397121878	0.03601614471659822
FALSE	刻在我心底的名字	54401	137443	2.526479292660061	8235	45101	5.476745598057073	23.122421221401606	23.009520635090887	0.11290058631071799
TRUE	傷心的人別聽慢歌	50660	115263	2.2752270035530993	12019	42634	3.547216906564606	23.04957619026147	23.01238004879464	0.037196141466829404
FALSE	步步	51283	104525	2.038199793303824	10468	33192	3.170806266717616	22.9871043071925	22.9502698866741	0.03683442051840018
FALSE	乾杯	49751	104579	2.10204820003618	11509	37951	3.297506299417847	22.955300607885604	22.91706355723942	0.03823705064618378
FALSE	倔強	48436	102204	2.1100834090346026	10260	32561	3.173586744639376	22.771044912772837	22.739627084131854	0.03141782864098151
FALSE	星空【幾米繪本電影「星空」同名主題曲】	46738	96269	2.059758654627926	9498	28676	3.0191619288271214	22.590216279859355	22.56263701166644	0.027579268192915223
TRUE	如果我們不曾相遇	42977	90846	2.11382832677944	11787	42455	3.6018494952065834	22.506908207953114	22.453336398272597	0.05357180968051574
FALSE	志明與春嬌	44933	90764	2.019985311463735	9166	27979	3.0524765437486363	22.43523032597111	22.403080357114373	0.03214996885673547
FALSE	私奔到月球	45099	93538	2.0740592917803053	8261	24645	2.9832950006052537	22.37149394342472	22.34656941744755	0.0249245259771688
FALSE	溫柔 #MaydayBlue20th	43277	99243	2.2932042424382466	7781	27847	3.5788459066957974	22.20322972703726	22.165864735379166	0.03736499165809551
TRUE	好好	38679	90804	2.3476304971690065	12165	48288	3.9694204685573364	22.200720615079756	22.14869220843847	0.05202840664128926
FALSE	你不是真正的快樂	40309	86602	2.148453199037436	9605	29263	3.0466423737636648	22.09630503108805	22.073293481954746	0.02301154913330289
TRUE	擁抱	40417	86271	2.1345226018754486	8477	29432	3.4719830128583227	22.033755684311853	21.989117783779154	0.04463790053270063
FALSE	洋蔥	38571	85792	2.2242617510564933	9555	30133	3.153636839351125	21.94767065896044	21.924680279823697	0.02299037913674468
TRUE	玫瑰少年	35963	89231	2.4811889998053553	10518	40819	3.880870888001521	21.82120082656504	21.783460247212233	0.03774057935280673
TRUE	憨人	35985	70744	1.9659302487147423	9638	31221	3.2393650134882757	21.75503609532366	21.707994050080234	0.047042045243425236
FALSE	凡人歌	37350	76788	2.0559036144578315	8228	22940	2.7880408361691784	21.72150294273713	21.704000610449743	0.017502332287385
TRUE	OAOA	34849	71525	2.052426181526012	9968	35236	3.534911717495987	21.69166837064602	21.63591995406829	0.05574841657773071
FALSE	倉頡	34954	69159	1.978571837271843	8124	24107	2.9673806006893155	21.507307879022864	21.476324335183925	0.030983543838938563
FALSE	將軍令	32805	73268	2.2334400243865264	8959	27286	3.045652416564349	21.369957646228507	21.35181192805848	0.018145718170026474
FALSE	頑固	31111	64746	2.0811288611745042	10288	33651	3.270898133748056	21.35515569215067	21.316595282291647	0.038560409859023745
TRUE	勇敢	29849	63514	2.1278434788435123	9382	33734	3.5956086122361968	21.153338620973944	21.101430866623325	0.051907754350620006
FALSE	如煙	31555	59090	1.8726033909047695	7708	22186	2.878308251167618	21.13953792985836	21.10468421473134	0.03485371512702212
TRUE	最重要的小事	29773	56632	1.9021260873946193	9061	28374	3.131442445646176	21.107742412197133	21.060867939973726	0.046874472223408056
FALSE	天使	31769	65097	2.04907299568762	7089	21287	3.0028212723938497	21.09087746798879	21.06333074530419	0.02754672268459976
FALSE	戀愛ing	30087	55700	1.8512979027486955	7209	20202	2.8023304203079484	20.93251127795886	20.900095784548817	0.03241549341004247
TRUE	人生海海	25142	47091	1.8730013523188291	9226	29814	3.2315196184695427	20.63280225148761	20.576695467644242	0.05610678384336922
FALSE	瘋狂世界	26120	46519	1.7809724349157734	7698	22780	2.959210184463497	20.56180933912223	20.513180879436156	0.0486284596860761
FALSE	盛夏光年	26736	55350	2.0702423698384202	4986	14345	2.877055756117128	20.28267505006511	20.262246898224454	0.020428151840655412
FALSE	而我知道	24798	44261	1.7848616823937413	6102	16318	2.674205178629957	20.19055905101072	20.15972714695897	0.030831904051747926
FALSE	入陣曲	23686	51409	2.170438233555687	7244	20882	2.8826615129762563	20.17870145636912	20.16351182596776	0.01518963040135758
FALSE	愛情的模樣 Life Live	24289	57636	2.3729260158919674	6492	20188	3.1096734442390637	20.158471761409256	20.144681818622793	0.01378994278646265
FALSE	心中無別人	23120	42459	1.836461937716263	6986	19971	2.8587174348697393	20.09526993416681	20.058333207620862	0.03693672654594918
TRUE	笑忘歌	21432	41571	1.939669652855543	6979	23460	3.361513110760854	19.890570986558064	19.833542184984026	0.0570288015740375
