is_concert	song_name_clean	uu.other	pc.other	avg.other	uu.core	pc.core	avg.core	r	u	a
TRUE	別讓我走遠	206704	616576	2.9828934128028486	13074	69550	5.319718525317424	28.599922398215558	28.53679537410518	0.06312702411038074
TRUE	少女	191935	558882	2.911829525620653	8801	67651	7.686740143165549	28.29556124821498	28.117834710107566	0.17772653810741576
TRUE	成全	181828	508746	2.7979519105968276	12311	54730	4.445617740232312	28.00457480199261	27.964136861415362	0.04043794057724992
TRUE	天真有邪	128568	316918	2.4649835106713955	11818	52663	4.45616855643933	26.56106718495709	26.49494230119155	0.0661248837655385
TRUE	說謊	108054	269627	2.49529864697281	10296	44739	4.34527972027972	25.795066718285117	25.737036217253916	0.05803050103120195
TRUE	浪費	82473	201280	2.4405563032750113	9925	40731	4.103879093198993	24.70874784187296	24.65780476709282	0.05094307478013907
TRUE	傻子	72277	222568	3.0793751815930377	8705	41207	4.733716255025847	24.127149334487946	24.09227764993816	0.034871684549785995
TRUE	殘酷月光	50403	109313	2.16877963613277	6075	20645	3.3983539094650204	22.618402710301204	22.580356967983462	0.038045742317740536
TRUE	自然醒	49814	110128	2.2107841169149234	5953	19887	3.3406685704686714	22.560241152622766	22.528097304390354	0.03214384823241067
TRUE	想自由	48748	112370	2.3051202100598998	6779	24857	3.6667650095884348	22.550958526584246	22.510320200073163	0.040638326511083
FALSE	伯樂	34850	67489	1.9365566714490674	4207	12825	3.0484906108866174	21.122529155888675	21.083698620387125	0.03883053550154878
TRUE	神秘嘉賓	33967	63508	1.8696970589101187	4265	12661	2.968581477139508	21.038949067054812	20.998637370830686	0.04031169622412668
TRUE	感同身受	30775	53287	1.7315028432168968	4239	12472	2.942203349846662	20.70314769859393	20.650132877122775	0.05301482147115686
TRUE	全世界誰傾聽你	28209	54491	1.9316884682193627	3881	12278	3.163617624323628	20.35326976094351	20.307368027155412	0.0459017337880943
FALSE	我總是一個人在練習一個人	27539	47590	1.7280947020588984	3783	10920	2.88659793814433	20.26231079286754	20.212662593807035	0.04964819906050581
FALSE	勉強幸福	25340	45740	1.8050513022888715	4228	13926	3.293755912961211	20.056475317452232	19.98824890448876	0.06822641296347298
FALSE	脆弱一分鐘	23607	43551	1.8448341593595121	2680	9792	3.653731343283582	19.622188669906105	19.53411072931133	0.08807794059477703
TRUE	寵兒	21881	44612	2.0388464878204835	4475	14162	3.1646927374301677	19.580636309171503	19.54417554357768	0.03646076559382239
TRUE	誘	17688	29444	1.6646313885119854	2836	7796	2.7489421720733427	18.6430611521546	18.59560360824752	0.04745754390708093
TRUE	心酸	16287	29995	1.841652851967827	3679	10620	2.8866539820603423	18.530601207972754	18.492503259002767	0.0380979489699885
FALSE	我已經敢想你	15004	29914	1.9937350039989337	2943	8872	3.014610941216446	18.128689940502422	18.096446768872166	0.03224317163025427
FALSE	我只在乎你	15705	26302	1.6747532632919453	1013	2669	2.6347482724580455	17.874011441590543	17.8352858082537	0.038725633336843666
TRUE	一點點	14301	23294	1.6288371442556464	2121	5836	2.7515322960867516	17.821662665555994	17.769816764418177	0.0518459011378185
FALSE	熱血無賴	13290	23402	1.7608728367193378	2553	6523	2.555033294163729	17.664771099392908	17.638634372980057	0.02613672641285108
TRUE	眼色	12247	24478	1.9986935576059444	2090	6525	3.1220095693779903	17.313660524987032	17.276145476944038	0.037515048042995464
TRUE	兜圈	11577	27312	2.3591604042498058	1687	6330	3.7522228808535862	17.037059949061018	16.996445141839963	0.04061480722105356
FALSE	我夢見你夢見我	11254	18939	1.6828683134885374	1528	4558	2.9829842931937174	16.925956187033684	16.86415381267862	0.061802374355064346
TRUE	思凡	9448	17103	1.8102243861134633	2553	6685	2.618488053270662	16.66571680875705	16.640014888098793	0.02570192065825741
FALSE	長大的童話	7316	11317	1.5468835429196282	1093	2620	2.397072278133577	15.439803216189086	15.403618232323248	0.03618498386583784
FALSE	憂愁	6141	12760	2.0778374857515063	1024	2909	2.8408203125	14.881142291323755	14.862691908134392	0.018450383189362103
TRUE	飛	5467	10220	1.8693982074263764	1569	4568	2.911408540471638	14.838934319915902	14.801916048228751	0.037018271687150966
FALSE	耳朵	5922	8502	1.4356636271529888	711	1781	2.5049226441631505	14.66390631484932	14.605467303450357	0.05843901139896353
TRUE	船	5056	9119	1.8035996835443038	1566	5014	3.201787994891443	14.662085055895318	14.599958286288603	0.062126769606715905
FALSE	傳說	6063	10356	1.7080653142008906	547	1436	2.6252285191956126	14.628782132244778	14.593939191056215	0.034842941188562834
TRUE	請說	5423	8169	1.5063617923658492	791	2415	3.0530973451327434	14.48379864272895	14.389665432124957	0.09413321060399159
FALSE	推動搖籃的手	5334	8217	1.5404949381327333	830	2183	2.630120481927711	14.417029184697842	14.363058754622077	0.05397043007576525
FALSE	天上的男人 地上的女人	4936	8844	1.7917341977309562	840	2119	2.5226190476190475	14.171914523797325	14.1498390756327	0.022075448164623725
TRUE	讓世界毀滅	4091	7804	1.9076020532877047	1388	3743	2.696685878962536	14.000490305164535	13.97788741387219	0.02260289129234354
TRUE	白晝之月	2611	5125	1.9628494829567216	1271	3564	2.804091266719119	12.905315209515386	12.881319604977422	0.023995604537963712
FALSE	勿忘你	2530	5254	2.076679841897233	1303	3972	3.0483499616270144	12.869537784422482	12.841750469102877	0.027787315319605807
FALSE	火焰小溪	2792	4560	1.6332378223495703	816	2129	2.6090686274509802	12.695531393610931	12.654145157418137	0.04138623619279516
FALSE	就在今夜	3139	5293	1.6862057980248486	409	799	1.9535452322738387	12.606468497395985	12.602383639502385	0.004084857893601058
FALSE	我要我們在一起	2556	4221	1.6514084507042253	781	1833	2.346991037131882	12.437343096766522	12.41403895897285	0.023304137793673595
TRUE	巨人的肩膀	2426	3925	1.6178895300906841	822	1876	2.2822384428223845	12.353771067068836	12.331447075917826	0.022323991151010643
FALSE	我愛的人	2536	5164	2.0362776025236595	713	1912	2.6816269284712484	12.346680957213445	12.33238603513157	0.014294922081874693
FALSE	晚安	2434	4442	1.8249794576828267	516	1496	2.89922480620155	12.080075435594821	12.039664822566763	0.04041061302805832
TRUE	紀念品	1978	4102	2.0738119312436805	961	2592	2.697190426638918	12.041436819959685	12.02840836883424	0.01302845112544523
FALSE	壞與更壞	2108	4074	1.9326375711574952	811	2306	2.843403205918619	12.035966608681923	12.007847333067405	0.028119275614517967
TRUE	Runaway Mama	2185	3565	1.631578947368421	706	1791	2.536827195467422	12.015596185573731	11.978853892857101	0.03674229271662976
TRUE	想念	2300	3938	1.7121739130434783	594	1498	2.521885521885522	12.010255719937474	11.981972050921009	0.028283669016465455
FALSE	早開的晚霞	1825	3494	1.9145205479452054	868	3001	3.457373271889401	11.83240926524673	11.766521440265898	0.06588782498083168
TRUE	拾荒	2090	3221	1.5411483253588516	615	1455	2.3658536585365852	11.814421545255382	11.779772165432993	0.03464937982238858
FALSE	開到荼蘼	2016	3110	1.5426587301587302	582	1181	2.029209621993127	11.673935083990793	11.659760502428849	0.014174581561943444
TRUE	再別康橋	1859	5159	2.775147928994083	598	1557	2.6036789297658864	11.49561434359589	11.494847125086721	7.67218509167529e-4
FALSE	天天想你	1784	3428	1.9215246636771302	658	1608	2.443768996960486	11.487722976768236	11.476820654198695	0.01090232256954106
FALSE	對不起謝謝	1831	3182	1.7378481703986892	602	1380	2.292358803986711	11.480423438579958	11.46595838187445	0.014465056705507526
FALSE	看見什麼吃什麼	1831	2955	1.6138722009830693	514	1084	2.1089494163424125	11.371364557519122	11.357862809529708	0.013501747989414774
TRUE	唐人街	1428	2880	2.0168067226890756	790	2113	2.6746835443037975	11.210491391717172	11.195458639292575	0.015032752424596561
FALSE	口的形狀	1467	2242	1.5282890252215406	665	1416	2.129323308270677	11.101570627275247	11.08082422524418	0.02074640203106712
FALSE	擁有	1308	2627	2.008409785932722	643	1855	2.8849144634525663	10.850530089786606	10.82579289880347	0.024737190983135603
FALSE	背影	1431	2360	1.6491963661774982	516	1144	2.2170542635658914	10.836441629115116	10.819928363019283	0.01651326609583331
FALSE	羅密歐與茱麗葉	1390	2132	1.5338129496402877	448	1129	2.5200892857142856	10.702453720491535	10.655951589398127	0.046502131093408575
FALSE	倒帶人生	1268	2093	1.6506309148264984	412	855	2.075242718446602	10.412504085216847	10.402619962787002	0.009884122429844683
FALSE	那首歌	1107	1784	1.6115627822944896	428	995	2.324766355140187	10.176609627619367	10.151286607915928	0.025323019703438306
TRUE	飄	1034	1614	1.5609284332688589	467	1180	2.526766595289079	10.133151467705805	10.089394302055837	0.04375716564996704
FALSE	Darling	1066	1706	1.600375234521576	394	935	2.3730964467005076	10.042402004547737	10.013128995911122	0.029273008636615458
FALSE	愛情的背影	1044	1445	1.3840996168582376	406	782	1.9261083743842364	10.014843733227108	9.994247645555156	0.020596087671952017
FALSE	越反越愛	909	1664	1.8305830583058307	544	1203	2.2113970588235294	10.006660496726283	9.999923815371643	0.006736681354639492
FALSE	4號病房	871	1461	1.677382319173364	572	1288	2.2517482517482517	9.997319033341638	9.980963750780948	0.016355282560689955
