is_concert,pre.concert.dt,song_name_clean,stream_cnt,uniq_users,stream_cnt_ratio,uniq_users_ratio,stream_cnt_total,uniq_users_total,days_diff_song_concert
False,2016-10-31,小幸運,2294797,505535,0.3082280530607469,0.7588496305836508,7445127,666186,479
False,2016-10-31,餘波盪漾,999440,262882,0.1342408262478262,0.3946075120161637,7445127,666186,119
True,2016-10-31,不醉不會,341812,111537,0.0459108353692287,0.1674262143005106,7445127,666186,1067
True,2016-10-31,你就不要想起我,337735,110794,0.0453632288609717,0.1663109101662298,7445127,666186,1071
True,2016-10-31,愛著愛著就永遠,332471,109820,0.0446561892093983,0.1648488560251941,7445127,666186,1067
True,2016-10-31,寂寞寂寞就好,276391,97322,0.0371237455049457,0.1460883296857034,7445127,666186,2259
True,2016-10-31,還是要幸福,224228,77611,0.030117417741833,0.1165004968582347,7445127,666186,1886
True,2016-10-31,魔鬼中的天使,205524,66611,0.027605170469221,0.0999885917746695,7445127,666186,1886
False,2016-10-31,人間煙火,181662,64139,0.0244001210456181,0.0962779163777083,7445127,666186,135
False,2016-10-31,看淡,236916,63220,0.031821619698361,0.0948984217620904,7445127,666186,314
False,2016-10-31,日常,178998,58549,0.024042303106448,0.0878868664306965,7445127,666186,110
False,2016-10-31,靈魂伴侶,218828,56463,0.02939211110838,0.0847556087939404,7445127,666186,110
True,2016-10-31,我想我不會愛你,139041,51364,0.0186754369670255,0.0771015902465677,7445127,666186,2250
True,2016-10-31,你太猖狂,110102,43913,0.0147884649919336,0.0659170261758728,7445127,666186,2250
True,2016-10-31,渺小,107935,43238,0.0144974021262498,0.064903795636654,7445127,666186,1081
True,2016-10-31,My Love,80710,35716,0.0108406478492576,0.053612654724056,7445127,666186,1903
False,2016-10-31,獨善其身,120293,32157,0.0161572797885113,0.0482703028883825,7445127,666186,110
False,2016-10-31,無用,88351,31537,0.0118669567355936,0.0473396318745815,7445127,666186,110
False,2016-10-31,身體都知道,80721,27566,0.0108421253257331,0.0413788341394145,7445127,666186,110
False,2016-10-31,什麼，哪裡,70812,25063,0.0095111876533469,0.0376216251917632,7445127,666186,110
False,2016-10-31,LOVE!,56972,24244,0.0076522536150155,0.0363922388041778,7445127,666186,2271
True,2016-10-31,請你給我好一點的情敵,50824,24144,0.006826478581225,0.0362421305761454,7445127,666186,1886
False,2016-10-31,念念有詞,60106,22568,0.0080732000945047,0.0338764249023545,7445127,666186,110
False,2016-10-31,這個人已經與我無關,52914,20083,0.0071071991115799,0.0301462354357491,7445127,666186,1067
False,2016-10-31,慢舞,53532,19647,0.0071902064262973,0.0294917635615278,7445127,666186,110
True,2016-10-31,矛盾,47484,19169,0.00637786299683,0.0287742462315329,7445127,666186,1067
True,2016-10-31,口袋的溫度,36259,17181,0.0048701654115504,0.0257900946582485,7445127,666186,1067
True,2016-10-31,To Hebe,35933,16598,0.0048263783814567,0.0249149636888196,7445127,666186,2250
True,2016-10-31,花花世界,34876,16168,0.0046844063237604,0.0242694983082802,7445127,666186,1886
True,2016-10-31,終身大事,39413,15360,0.0052937982119042,0.0230566238257783,7445127,666186,1067
True,2016-10-31,無常,33780,14249,0.0045371959403781,0.0213889214123382,7445127,666186,1067
True,2016-10-31,超級瑪麗,23983,12810,0.0032213016648339,0.0192288640109518,7445127,666186,2250
False,2016-10-31,囚鳥,42550,12661,0.0057151476395231,0.0190052027511836,7445127,666186,1746
True,2016-10-31,你快樂未必我快樂,23070,10661,0.003098671117363,0.0160030381905353,7445127,666186,1067
False,2016-10-31,葉子,26818,9596,0.0036020876473967,0.0144043855619901,7445127,666186,2117
